study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,habitat,habitat_assignment_method,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth,country,state
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,2017,4,11,NA,29.728888888888886,-81.24333333333334,NA,handheld,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,scrub shrub,measurement,NA,mid,field observation,NA,full profiles omitted,scrub/shrub,habitat determined from vegetation_class,C2,B1,NA,40,United States,Florida
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,2018,5,1,NA,29.0775,-82.81583333333333,NA,handheld,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,scrub shrub,measurement,NA,mid,field observation,NA,full profiles omitted,scrub/shrub,habitat determined from vegetation_class,C2,B1,NA,40,United States,Florida
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,2018,5,1,NA,29.096944444444443,-82.82083333333333,NA,handheld,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,measurement,NA,high,field observation,NA,full profiles omitted,marsh,habitat determined from vegetation_class,C2,B1,NA,40,United States,Florida
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,2018,5,1,NA,29.09638888888889,-82.82088888888889,NA,handheld,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,scrub shrub,measurement,NA,mid,field observation,NA,full profiles omitted,scrub/shrub,habitat determined from vegetation_class,C2,B1,NA,40,United States,Florida
Thorne_et_al_2015,Bandon,BM01,NA,NA,NA,NA,43.14237109346368,-124.40345999514061,NA,RTK,NA,2.17,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,37,United States,Oregon
Thorne_et_al_2015,Bandon,BM03,NA,NA,NA,NA,43.138731003126146,-124.404372709982,NA,RTK,NA,1.58,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,18,United States,Oregon
Thorne_et_al_2015,Bandon,BM05,NA,NA,NA,NA,43.14014236898623,-124.40236381245452,NA,RTK,NA,2.18,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,23,United States,Oregon
Thorne_et_al_2015,Coos Bay,CB00,NA,NA,NA,NA,43.36717504541264,-124.17005744882469,NA,RTK,NA,2.43,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,47,United States,Oregon
Thorne_et_al_2015,Coos Bay,CB03,NA,NA,NA,NA,43.37102106084798,-124.16994624452369,NA,RTK,NA,2.25,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,48,United States,Oregon
Thorne_et_al_2015,Coos Bay,CB06,NA,NA,NA,NA,43.37387245505405,-124.17375353002086,NA,RTK,NA,1.95,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,47,United States,Oregon
Thorne_et_al_2015,Grays Harbor,GH01,NA,NA,NA,NA,46.978817060526715,-123.92796837755475,NA,RTK,NA,2.7,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,48,United States,Washington
Thorne_et_al_2015,Grays Harbor,GH03,NA,NA,NA,NA,46.98010475330262,-123.93008130285246,NA,RTK,NA,2.43,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,48,United States,Washington
Thorne_et_al_2015,Grays Harbor,GH06,NA,NA,NA,NA,46.980924316747235,-123.93221249064193,NA,RTK,NA,1.76,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,47,United States,Washington
Thorne_et_al_2015,Nisqually,NQ01,NA,NA,NA,NA,47.09135612698854,-122.69633392436555,NA,RTK,NA,3.05,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,46,United States,Washington
Thorne_et_al_2015,Nisqually,NQ04,NA,NA,NA,NA,47.091887503241416,-122.69312911455812,NA,RTK,NA,2.73,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,46,United States,Washington
Thorne_et_al_2015,Nisqually,NQ06,NA,NA,NA,NA,47.091971145018576,-122.69077011060116,NA,RTK,NA,2.44,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,49,United States,Washington
Thorne_et_al_2015,PortSusan,PS02,NA,NA,NA,NA,48.19494066145041,-122.36396803287114,NA,RTK,NA,2.78,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,49,United States,Washington
Thorne_et_al_2015,PortSusan,PS04,NA,NA,NA,NA,48.19248123818102,-122.36337950148712,NA,RTK,NA,2.44,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,49,United States,Washington
Thorne_et_al_2015,PortSusan,PS05,NA,NA,NA,NA,48.185888091379034,-122.3620484742188,NA,RTK,NA,1.98,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,33,United States,Washington
Thorne_et_al_2015,Skokomish,SK02,NA,NA,NA,NA,47.340715963297754,-123.1452590191924,NA,RTK,NA,2.87,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,50,United States,Washington
Thorne_et_al_2015,Skokomish,SK04,NA,NA,NA,NA,47.34247311090436,-123.14327809406392,NA,RTK,NA,2.54,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,50,United States,Washington
Thorne_et_al_2015,Skokomish,SK06,NA,NA,NA,NA,47.34352833211184,-123.14132164177836,NA,RTK,NA,2.03,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,49,United States,Washington
Thorne_et_al_2015,Siletz,SZ02,NA,NA,NA,NA,44.888083090026434,-123.99553491728861,NA,RTK,NA,2.37,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,51,United States,Oregon
Thorne_et_al_2015,Siletz,SZ03,NA,NA,NA,NA,44.892331623730364,-124.00278881058372,NA,RTK,NA,2.49,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,51,United States,Oregon
Thorne_et_al_2015,Siletz,SZ05,NA,NA,NA,NA,44.89635654455872,-124.01287683857832,NA,RTK,NA,2.2,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,55,United States,Oregon
Thorne_et_al_2015,Willapa,WB01,NA,NA,NA,NA,46.37193669485561,-124.00573820079033,NA,RTK,NA,2.74,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,48,United States,Washington
Thorne_et_al_2015,Willapa,WB04,NA,NA,NA,NA,46.37570678091653,-124.00583342423973,NA,RTK,NA,2.32,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,50,United States,Washington
Thorne_et_al_2015,Willapa,WB06,NA,NA,NA,NA,46.37943784513057,-124.00422445441863,NA,RTK,NA,2.016,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,marsh,study-level habitat manually coded by manager,C2,B2,A3,49,United States,Washington
Thom_1992,Elk_River_Prev_Diked,ED1,1991,NA,NA,Fine sand; high vegetation matter,46.861573,-124.090835,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,B2,NA,9,United States,Washington
Thom_1992,Elk_River_Not_Diked,ER1,1991,NA,NA,Fine sand; high vegetation matter,46.862043,-124.089703,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,B2,NA,31,United States,Washington
Thom_1992,Nisqually_River_Delta,ND1,1991,NA,NA,Fine sand; high vegetation matter,47.096739,-122.700648,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,B2,NA,26,United States,Washington
Thom_1992,Nisqually_River_Delta,ND2,1991,NA,NA,Fine sand; high vegetation matter,47.09647,-122.701526,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,B2,NA,35,United States,Washington
Thom_1992,Nisqually_River_Delta,ND3,1991,NA,NA,Fine sand; high vegetation matter,47.093902,-122.702241,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,B2,NA,28,United States,Washington
Thom_1992,Nisqually_River_Delta,ND4,1991,NA,NA,Fine sand; high vegetation matter,47.095121,-122.701792,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,B2,NA,42,United States,Washington
Thom_1992,Padilla_Bay,PB3,1991,NA,NA,Fine sand; high vegetation matter,48.505608,-122.482939,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,B2,NA,28,United States,Washington
Thom_1992,Salmon_River,SR1,1991,NA,NA,Fine sand; high vegetation matter,45.037782,-123.985818,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,B2,NA,31,United States,Oregon
Thom_1992,Salmon_River,SR2,1991,NA,NA,Fine sand; high vegetation matter,45.037303,-123.985249,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,B2,NA,25,United States,Oregon
Thom_1992,Washington_Harbor,WH1,1991,NA,NA,Fine sand; high vegetation matter,48.081737,-123.046256,NA,other low resolution,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,NA,NA,NA,core depth limited by length of corer,marsh,habitat determined from vegetation_class,C2,B2,NA,23,United States,Washington
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2017,2017,NA,NA,NA,39.08793,-75.43755,NA,NA,NA,NA,NA,NA,NA,NA,polyhaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,30,United States,Delaware
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2017,2017,NA,NA,NA,39.08746,-75.43816,NA,NA,NA,NA,NA,NA,NA,NA,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,30,United States,Delaware
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2017,2017,NA,NA,NA,39.08715,-75.43875,NA,NA,NA,NA,NA,NA,NA,NA,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,30,United States,Delaware
StLaurent_et_al_2020,St Jones Reserve,SJR_4_2017,2017,NA,NA,NA,39.08674,-75.43939,NA,NA,NA,NA,NA,NA,NA,NA,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,30,United States,Delaware
StLaurent_et_al_2020,St Jones Reserve,SJR_5_2017,2017,NA,NA,NA,39.08599,-75.44081,NA,NA,NA,NA,NA,NA,NA,NA,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"S.alterniflora / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,30,United States,Delaware
StLaurent_et_al_2020,St Jones Reserve,SJR_6_2017,2017,NA,NA,NA,39.08952,-75.43815,NA,NA,NA,NA,NA,NA,NA,NA,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"P. australis / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,30,United States,Delaware
StLaurent_et_al_2020,St Jones Reserve,SJR_7_2017,2017,NA,NA,NA,39.08953,-75.43816,NA,NA,NA,NA,NA,NA,NA,NA,mesohaline,measurement,"Where possible, porewater salinity was assessed by either a handheld YSI probe or by using a porewater sipper and refractometer.",NA,measurement,"P. australis / BG; At each core site, a 0.5 m by 0.5 m quadrat was used to assess the vegetative coverage. A visual method was used and vegetation coverage was forced to 100%. BG denotes bare ground.",NA,NA,NA,core depth limited by length of corer,marsh,determined based on species presence,C2,NA,NA,30,United States,Delaware
