study_id,site_id,core_id,year,month,day,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_notes,core_length_flag,country,admin_division,habitat,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth
AfSIS_Sentinel_Sites,Ihassunge-13-8,M1719,2009,3,9,-18.0456,36.86033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mozambique,Zambézia,mangrove,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-14-2,M1720,2009,3,9,-18.0246,36.86041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mozambique,Zambézia,mangrove,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-14-9,M1721,2009,3,9,-18.0245,36.85885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mozambique,Zambézia,mangrove,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-5-4,M1722,2009,3,9,-18.0494,36.82481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mozambique,Zambézia,mangrove,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-5-5,M1723,2009,3,9,-18.0467,36.82455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mozambique,Zambézia,mangrove,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-5-8,M1724,2009,3,9,-18.0482,36.82079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mozambique,Zambézia,mangrove,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-9-11,M1725,2009,3,9,-18.0437,36.83612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mozambique,Zambézia,mangrove,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-9-12,M1726,2009,3,9,-18.0478,36.84018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mozambique,Zambézia,mangrove,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-9-13,M1727,2009,3,9,-18.0438,36.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mozambique,Zambézia,mangrove,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-9-14,M1728,2009,3,9,-18.0467,36.84099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mozambique,Zambézia,mangrove,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-9-2,M1729,2009,3,9,-18.0472,36.8401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mozambique,Zambézia,mangrove,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-9-5,M1730,2009,3,9,-18.0452,36.83748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mozambique,Zambézia,mangrove,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-9-8,M1731,2009,3,9,-18.0468,36.83199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Mozambique,Zambézia,mangrove,C2,NA,NA,50
AfSPDB,AO_1454_P213c/60,M1706,1960,3,9,-6.14567,12.37461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Angola,Zaire,mangrove,C2,NA,NA,165
AfSPDB,CD_SOTER_MA26,M1711,1988,3,9,-5.97,12.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Congo DRC,Bas-Congo,mangrove,C2,NA,NA,200
AfSPDB,GW_6050_X/207,M1715,1983,3,9,11.035,-15.0222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Guinea-Bissau,NA,mangrove,C2,NA,NA,82
Alongi_et_al_2000,DMA00 PH2,M0027,1994,3,9,-20.321774,118.651121,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,Western Australia,mangrove,C2,NA,NA,82.09500000000001
Alongi_et_al_2000,DMA00 D1,M0028,1994,3,9,-20.728059,116.620908,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,Western Australia,mangrove,C2,NA,NA,85.17799999999998
Alongi_et_al_2000,DMA00 D2,M0029,1994,3,9,-20.72806,116.625047,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,Western Australia,mangrove,C2,NA,NA,100
Alongi_et_al_2000,DMA00 MB1,M0030,1994,3,9,-21.964478,113.946274,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Australia,Western Australia,mangrove,C2,NA,NA,82.12100000000001
Alongi_et_al_2001,DMA01 S1,M0732,2000,3,9,10.280598,99.162639,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Thailand,Chumphon,mangrove,C2,NA,NA,100
Alongi_et_al_2001,DMA01 S2,M0733,2000,3,9,10.280598,99.162639,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Thailand,Chumphon,mangrove,C1,NA,NA,65
Alongi_et_al_2001,DMA01 S3,M0734,2000,3,9,10.373296,99.217642,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Thailand,Chumphon,mangrove,C2,NA,NA,100
Alongi_et_al_2001,DMA01 S4,M0735,2000,3,9,10.373296,99.217642,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Thailand,Chumphon,mangrove,C2,NA,NA,100
Alongi_et_al_2004,DMA04 M2/5,M0270,1999,3,9,4.867226,100.617941,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Malaysia,Perak,mangrove,C2,NA,NA,102
Alongi_et_al_2005,DMA05 JJ1,M0084,2002,3,9,24.393693,117.922137,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,China,Fujian,mangrove,C2,NA,NA,100
Alongi_et_al_2005,DMA05 JJ2,M0085,2002,3,9,24.402439,117.916642,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,China,Fujian,mangrove,C2,NA,NA,100
Alongi_et_al_2005,DMA05 JJ3,M0086,2002,3,9,24.403115,117.906607,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,China,Fujian,mangrove,C2,NA,NA,100
Andreetta_et_al_2014,AA14 AV1,M0180,2009,3,9,-4.419964,39.506982,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Kenya,Coast,mangrove,C2,NA,NA,80
Andreetta_et_al_2014,AA14 AV2,M0181,2009,3,9,-4.420125,39.508241,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Kenya,Coast,mangrove,C2,NA,NA,80
Andreetta_et_al_2014,AA14 AV3,M0182,2009,3,9,-4.415505,39.509624,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Kenya,Coast,mangrove,C2,NA,NA,80
Andreetta_et_al_2014,AA14 CER,M0183,2009,3,9,-4.415453,39.510308,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Kenya,Coast,mangrove,C2,NA,NA,80
Andreetta_et_al_2014,AA14 RHI,M0184,2009,3,9,-4.415665,39.511097,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Kenya,Coast,mangrove,C2,NA,NA,80
Andreetta_et_al_2016,AA16 Cacheu,M0636,2013,3,9,12.314825,-15.862166666666667,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Guinea-Bissau,NA,mangrove,C2,NA,NA,80
Andreetta_et_al_2016,AA16 Oio,M0637,2013,3,9,12.038566666666666,-15.456299999999999,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Guinea-Bissau,NA,mangrove,C2,NA,NA,80
Ashton_and_Macintosh_2002,ECA02 Plot 2,M0698,2000,3,9,1.7812,109.780644,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Malaysia,Sarawak,mangrove,C2,NA,NA,50
Ashton_and_Macintosh_2002,ECA02 Plot 3,M0699,2000,3,9,1.781219,109.780126,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Malaysia,Sarawak,mangrove,C2,NA,NA,50
AU_NatSoil,AU_399_BAC_T481,M1707,1987,3,9,-17,145.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Australia,Queensland,mangrove,C2,NA,NA,66
AU_NatSoil,AU_399_REG_T276,M1708,1979,3,9,-17.66,146.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Australia,Queensland,mangrove,C2,NA,NA,60
AU_NatSoil,AU_399_REG_T360,M1709,1983,3,9,-18.37,146.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,not specified,Australia,Queensland,mangrove,C2,NA,NA,150
Banerjee_et_al_2012,KB12 Stn. 6,M0190,2008,3,9,21.763191,88.35795,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,India,West Bengal,mangrove,C2,NA,NA,40
Banerjee_et_al_2012,KB12 Stn. 8,M0192,2008,3,9,21.940441,88.808983,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,India,West Bengal,mangrove,C2,NA,NA,40
Bhomia_et_al_2016_Honduras,RKB16 Chismuyo,M0490,2013,3,9,13.427583,-87.611517,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Honduras,NA,mangrove,C2,NA,NA,270
Bhomia_et_al_2016_Honduras,RKB16 Isla de Pajaros,M0491,2013,3,9,13.36685,-87.470517,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Honduras,NA,mangrove,C1,NA,NA,182
Bhomia_et_al_2016_Honduras,RKB16 San Bernardo,M0492,2013,3,9,13.0978,-87.183617,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Honduras,NA,mangrove,C2,NA,NA,200
Bhomia_et_al_2016_Honduras,RKB16 San Lorenzo,M0493,2013,3,9,13.367617,-87.475633,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Honduras,NA,mangrove,C1,NA,NA,120
Bhomia_et_al_2016_Honduras,RKB16 El Canalito,M0494,2013,3,9,15.8742,-87.640667,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Honduras,NA,mangrove,C2,NA,NA,270
Bhomia_et_al_2016_Honduras,RKB16 El Marion,M0495,2013,3,9,15.785383,-87.595717,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Honduras,NA,mangrove,C2,NA,NA,270
Bhomia_et_al_2016_Honduras,RKB16 La Diamante,M0496,2013,3,9,15.89125,-87.63345,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Honduras,NA,mangrove,C1,NA,NA,200
Bhomia_et_al_2016_Honduras,RKB16 Laguna Quemada,M0497,2013,3,9,15.822183,-87.578017,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Honduras,NA,mangrove,C1,NA,NA,240
Bhomia_et_al_2016_Honduras,RKB16 Manglon,M0498,2013,3,9,15.82225,-87.595167,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Honduras,NA,mangrove,C1,NA,NA,235
Bhomia_et_al_2016_Honduras,RKB16 Milton Bight,M0499,2013,3,9,16.404233,-86.398817,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Honduras,NA,mangrove,C1,NA,NA,160
Bhomia_et_al_2016_Honduras,RKB16 Politily,M0500,2013,3,9,16.4013,-86.398583,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Honduras,NA,mangrove,C2,NA,NA,270
Bhomia_et_al_2016_Honduras,RKB16 West End,M0501,2013,3,9,16.41835,-85.943983,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Honduras,NA,mangrove,C1,NA,NA,178
Bhomia_et_al_2016_Honduras,RKB16 The Bight,M0502,2013,3,9,16.454767,-85.863133,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Honduras,NA,mangrove,C2,NA,NA,270
Bhomia_et_al_2016_Honduras,RKB16 Big Bight,M0503,2013,3,9,16.088533,-86.888517,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Honduras,NA,mangrove,C2,NA,NA,270
Bhomia_et_al_2016_Honduras,RKB16 Iron Bound,M0504,2013,3,9,16.1192,-86.901533,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Honduras,NA,mangrove,C1,NA,NA,148
Bhomia_et_al_2016_Honduras,RKB16 Western Path,M0505,2013,3,9,16.098317,-86.908867,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Honduras,NA,mangrove,C1,NA,NA,260
Bhomia_et_al_2016_Honduras,RKB16 Oyster Bed,M0506,2013,3,9,16.09265,-86.9142,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Honduras,NA,mangrove,C2,NA,NA,270
Bhomia_et_al_2016_Honduras,RKB16 Turtle Harbor,M0507,2013,3,9,16.110033,-86.94175,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Honduras,NA,mangrove,C1,NA,NA,140
Bhomia_et_al_2016_India,RKBEA16 P1,M0436,2014,3,9,20.48292,86.691044,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,India,Orissa,mangrove,C1,NA,NA,98
Bhomia_et_al_2016_India,RKBEA16 S1,M0437,2014,3,9,20.482975,86.68793,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,India,Orissa,mangrove,C1,NA,NA,185
Bhomia_et_al_2016_India,RKBEA16 S2,M0438,2014,3,9,20.479052,86.725555,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,India,Orissa,mangrove,C1,NA,NA,162
Bhomia_et_al_2016_India,RKBEA16 S3,M0439,2014,3,9,20.478753,86.727774,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,India,Orissa,mangrove,C1,NA,NA,189
Bhomia_et_al_2016_India,RKBEA16 D1,M0440,2014,3,9,20.381795,86.734793,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,India,Orissa,mangrove,C1,NA,NA,138
Bhomia_et_al_2016_India,RKBEA16 D2,M0441,2014,3,9,20.379035,86.73348,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,India,Orissa,mangrove,C1,NA,NA,112.00000000000001
Bianchi_et_al_2012,TSB12 MI Mangrove 1,M0201,2011,3,9,27.942287,-97.027392,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,United States,Texas,mangrove,C1,NA,NA,91
Blue_Ventures_Unpublished,BV_Unpubl_MHJ1,M1025,2012,3,9,-15.4759,47.11321,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ2,M1026,2012,3,9,-15.47385,47.11095,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ3,M1027,2012,3,9,-15.47812,47.10877,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ4,M1028,2012,3,9,-15.47816,47.10429,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ5,M1029,2012,3,9,-15.48466,47.10435,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ6,M1030,2012,3,9,-15.48044,47.09529,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ7,M1031,2012,3,9,-15.46738,47.09747,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ8,M1032,2012,3,9,-15.46512,47.10639,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ9,M1033,2012,3,9,-15.46076,47.10859,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ10,M1034,2012,3,9,-15.43797,47.22014,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ11,M1035,2012,3,9,-15.44011,47.22237,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ12,M1036,2012,3,9,-15.65416,46.99915,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ13,M1037,2012,3,9,-15.6526,47.01889,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ14,M1038,2012,3,9,-15.65985,46.9825,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ15,M1039,2012,3,9,-15.64055,47.0153,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ16,M1040,2012,3,9,-15.63733,47.01191,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,50
Blue_Ventures_Unpublished,BV_Unpubl_MHJ17,M1041,2012,3,9,-15.6515,47.0031,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ19,M1043,2012,3,9,-15.46643,47.08777,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ20,M1044,2012,3,9,-15.47091,47.09248,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ21,M1045,2012,3,9,-15.46176,47.09236,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ22,M1046,2012,3,9,-15.4573,47.09234,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ24,M1048,2012,3,9,-15.48493,47.03671,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ26,M1050,2012,3,9,-15.48486,47.04603,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ27,M1051,2012,3,9,-15.58837,46.91308,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ28,M1052,2012,3,9,-15.58394,46.9174,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ29,M1053,2012,3,9,-15.58611,46.93982,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ30,M1054,2012,3,9,-15.52796,47.02455,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Madagascar,Mahajanga,mangrove,C2,NA,NA,150
