study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,pb210_cic_accretion_rate,pb210_cic_notes,pb210_cic_max_depth,pb210_cic_r2,core_year,core_latitude,core_longitude,core_position_method,geomorphic_id,country,admin_division,habitat,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth,accretion_yr_per_cm_mean,accretion_yr_per_cm_se,accretion_yr_per_cm_upper_CI,accretion_yr_per_cm_lower_CI,organic_matter_accumulation_mean,organic_matter_accumulation_se,organic_matter_accumulation_upper_CI,organic_matter_accumulation_lower_CI,carbon_accumulation_mean,carbon_accumulation_se,carbon_accumulation_upper_CI,carbon_accumulation_lower_CI,max_age,max_age_se,max_age_upper_CI,max_age_lower_CI
Abbott_et_al_2019,1996,1996-5,2016,9,1,NA,29.89725611388889,-93.36240746277775,NA,RTK,NA,0.4117666666666667,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,1996,1996-6,2016,9,1,NA,29.896845859166667,-93.36101874138888,NA,RTK,NA,0.3737,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C1,C1-1,2015,9,18,NA,29.963816488888888,-93.42210168055556,NA,RTK,NA,0.13405,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C1,C1-2,2015,9,18,NA,29.963652413888887,-93.41308446111113,NA,RTK,NA,0.0695,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C1,C1-3,2015,9,18,NA,29.96300348611111,-93.41037663611112,NA,RTK,NA,0.0683,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C1,C1-4,2015,9,18,NA,29.962279475,-93.415834375,NA,RTK,NA,0.14963333333333334,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C1,C1-5,2015,9,18,NA,29.95991099722222,-93.4113032,NA,RTK,NA,0.08076666666666667,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C1,C1-6,2015,9,18,NA,29.959116119444445,-93.40863091111112,NA,RTK,NA,0.01766666666666666,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C2,C2-1,2015,9,19,NA,29.941308061111112,-93.40317142222224,NA,RTK,NA,0.0792,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C2,C2-2,2015,9,19,NA,29.939681469444444,-93.39785623333334,NA,RTK,NA,0.33307499999999995,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C2,C2-3,2015,9,19,NA,29.936522772222222,-93.39516175277778,NA,RTK,NA,0.16990000000000002,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C2,C2-4,2015,9,19,NA,29.935904397222224,-93.3979214388889,NA,RTK,NA,0.08086,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C2,C2-5,2015,9,19,NA,29.934949858333333,-93.40231292222222,NA,RTK,NA,0.0625,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C2,C2-6,2015,9,19,NA,29.934237622222224,-93.40065666944444,NA,RTK,NA,0.12715,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C3,C3-1,2015,9,19,NA,29.933492716666667,-93.41669687222225,NA,RTK,NA,-0.06182500000000001,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C3,C3-2,2015,9,19,NA,29.93271216388889,-93.41756226944445,NA,RTK,NA,-0.05443333333333333,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C3,C3-3,2015,9,19,NA,29.932694911111113,-93.41487256388888,NA,RTK,NA,-0.12205,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C3,C3-4,2015,9,19,NA,29.93040060555556,-93.41667581944444,NA,RTK,NA,0.00495,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C3,C3-5,2015,9,19,NA,29.92494480555556,-93.42210024444444,NA,RTK,NA,0.04165,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abbott_et_al_2019,C3,C3-6,2015,9,19,NA,29.927238497222223,-93.42027830555556,NA,RTK,NA,0.0248,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,marsh,C2,B1,A1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen_et_al_2022,Naticoke River Marsh 1,NRM_1A,2008,8,NA,NA,38.31348,-75.93524,NA,handheld,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,marsh,C2,B2,NA,90,3.445382058951874,0.6742437260353691,4.978747291666667,NA,177.7145657118032,114.48501255649217,401.42318004905223,79.05315181802473,79.82503208476572,51.7897435302571,180.83390485901992,35.164624154627546,-49.63236017859215,4.010631220016996,-39.84575625,-55.8754534375
Allen_et_al_2022,Naticoke River Marsh 1,NRM_1B,2008,8,NA,NA,38.31888,-75.9369,NA,handheld,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,marsh,C2,B2,NA,100,3.153506007541834,0.3858264501184038,4.031033090909091,NA,223.84274490792657,99.79853120481391,436.42556533198376,136.74390031604966,101.74977940166032,45.4623595830551,198.39014706205705,62.09435331801207,-51.83458675710687,2.630301458134012,-45.84185500000001,-56.3053505
Allen_et_al_2022,Naticoke River Marsh 1,NRM_1C,2008,8,NA,NA,38.31758,-75.94047,NA,handheld,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,marsh,C2,B2,NA,80,3.565330085578895,0.668863726118667,5.124939388888884,NA,299.97174310304126,144.048885183303,628.0864945663926,150.9883478106652,135.30212513566863,65.1292334864949,283.3611111745699,67.93181270578943,-49.89618719704532,3.640496566939736,-41.32318000000001,-55.736041625000006
Allen_et_al_2022,Naticoke River Marsh 2,NRM_2A,2008,8,NA,NA,38.40379,-75.83629,NA,handheld,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,marsh,C2,B2,NA,100,3.677268125986063,0.6407410936279732,5.162297422222222,NA,274.84698262978134,126.03815522465946,554.2661255389385,162.0883271585721,123.31947610778661,56.80746080610781,249.3576808045006,72.4503434834181,-49.898650299147036,3.747647954052335,-40.998769999999986,-55.962782000000004
Allen_et_al_2022,Naticoke River Marsh 2,NRM_2B,2008,8,NA,NA,38.409910000000004,-75.84022,NA,handheld,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,marsh,C2,B2,NA,100,2.895470558506929,0.499423822698256,3.997484583333333,NA,150.94648136209025,68.75271692502761,310.07768728543374,81.96002817807766,66.8583559350543,30.427168577540847,136.84668347973096,36.37121231768791,-52.257128714047205,2.83741279651802,-45.5477075,-56.576977500000005
Allen_et_al_2022,Naticoke River Marsh 2,NRM_2C,2008,8,NA,NA,38.40562,-75.84254,NA,handheld,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,marsh,C2,B2,NA,100,3.1275832932054843,0.5952972680337385,4.50252125,NA,271.992927761864,123.3690513050374,573.3712229707377,135.9557321059907,122.84743262342387,56.33295050153114,259.9703255005875,60.72590465993134,-52.15970664381271,2.872027589077962,-45.3590875,-56.514491250000006
Allen_et_al_2022,Naticoke River Marsh 3,NRM_3A,2008,8,NA,NA,38.49608,-75.80388,NA,handheld,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,marsh,C2,B2,NA,100,3.081647036252737,0.6064561414510631,4.4864331875,NA,226.7296714410983,132.4451872942942,544.7072951960843,102.58748498033273,103.1342248886153,61.14714479609468,250.4855245960434,46.24974804194067,-52.3102497595709,2.842522846122073,-45.40008125000001,-56.5231640625
Allen_et_al_2022,Naticoke River Marsh 3,NRM_3B,2008,8,NA,NA,38.49857,-75.80261,NA,handheld,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,marsh,C2,B2,NA,100,3.164837337284937,0.7084503064910104,4.769024040000001,NA,359.68665908705486,180.92558252582975,768.5770383760296,159.6650067445466,158.28294699865222,79.56326901205375,337.8789012048154,70.3395999785914,-53.367053475966685,2.5985395352127223,-46.98881,-56.93806125
Allen_et_al_2022,Naticoke River Marsh 3,NRM_3C,2008,8,NA,NA,38.49603,-75.80698,NA,handheld,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,marsh,C2,B2,NA,100,3.177720643914987,0.6280144979995748,4.647893559999999,NA,341.0412272201529,148.17429772112027,709.9045327158885,168.66620011150212,150.72967151691424,65.5845260913678,314.01667041229757,74.38948572199753,-51.46661170565122,3.4571260441747036,-42.915200000000006,-56.427565
Allen_et_al_2022,Naticoke River Marsh 4,NRM_4A,2008,8,NA,NA,38.55793,-75.70613,NA,handheld,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,marsh,C2,B2,NA,100,3.155261953073825,0.6408018640310531,4.6435318999999975,NA,338.10684991756284,154.2962257981512,727.0069012958211,156.9311895821224,155.54253136774895,70.5133454076751,332.97201482050417,72.68196476786498,-51.47315032876316,3.2731750797058123,-43.60139500000002,-56.464817249999996
Allen_et_al_2022,Naticoke River Marsh 4,NRM_4B,2008,8,NA,NA,38.55711,-75.7068,NA,handheld,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,marsh,C2,B2,NA,100,3.0752445302547464,0.5895755923638057,4.425290025000001,NA,291.6079799539398,134.6675620128469,606.1350847988101,143.73093743865496,133.75654103091154,61.421617248286076,277.1482310748927,66.35382522142237,-52.750245558126736,2.6792183007816757,-46.333554375,-56.7299930625
Allen_et_al_2022,Naticoke River Marsh 4,NRM_4C,2008,8,NA,NA,38.54929,-75.717,NA,handheld,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,marsh,C2,B2,NA,100,3.0884315553173622,0.6101875680648643,4.557408199999999,NA,423.43234105205863,178.29044049487007,846.7332982701998,219.89527909720147,195.28101185989635,81.94977884870228,389.64914151997857,101.77548557996876,-53.084994339382575,2.444673653783071,-47.28333000000001,-56.715627
Allen_et_al_2022,Naticoke River Marsh 5,NRM_5A,2008,8,NA,NA,38.6124,-75.64175,NA,handheld,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Delaware,marsh,C2,B2,NA,100,3.0682599180041312,0.5916817546188641,4.4803352000000025,NA,324.0430191235923,146.4634291629681,657.6175159577643,172.97743466177835,147.38607009391293,66.51390629202913,299.06020009748306,78.93434073970258,-53.13109372063575,2.513302332487422,-47.157658749999996,-56.766515
Allen_et_al_2022,Naticoke River Marsh 5,NRM_5B,2008,8,NA,NA,38.61122,-75.64228,NA,handheld,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Delaware,marsh,C2,B2,NA,100,3.0824254967793214,0.6145814286715632,4.554377749999997,NA,293.8998361614565,133.77692895752662,604.5518972047746,144.8261417285644,129.83832851151809,58.97157101675553,266.7314694940048,64.2710890046531,-53.46167865842905,2.502706019591696,-47.544717500000004,-56.924959125
Allen_et_al_2022,Naticoke River Marsh 5,NRM_5C,2008,8,NA,NA,38.60271,-75.65287,NA,handheld,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,emergent,field observation,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Delaware,marsh,C2,B2,NA,100,2.8242641608091374,0.4739290031053797,3.8866247083333345,NA,361.0055550584592,150.68087146505206,715.5797838610201,196.24638779337914,165.9388035571877,68.94736023340559,327.5708268015574,90.74441453455108,-54.37632371178526,1.8868635944518624,-49.7633075,-57.057188374999996
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,2019,10,23,NA,38.049901,-121.765744,NA,other moderate resolution,cell phone used to obtain coordinates,NA,NA,NA,NA,"Core elevation not measured, but all cores sampled were below mean sea level",brackish,NA,NA,emergent,field observation,NA,back,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B1,NA,79,2.839401245501498,0.28097993427469076,3.4616927000000004,NA,1029.3902652529537,159.46879467960449,1382.6244144344623,751.8418902915753,465.189822056848,72.41081848717596,624.9548937197883,339.3666319970446,-67.80391937984297,0.21542153238155937,-67.328744,-68.16543060000001
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,2019,10,23,NA,38.049846,-121.765356,NA,other moderate resolution,cell phone used to obtain coordinates,NA,NA,NA,NA,"Core elevation not measured, but all cores sampled were below mean sea level",brackish,NA,NA,emergent,field observation,NA,back,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B1,NA,68,3.572600567124223,0.687879323334015,5.066978380952381,NA,737.8120894924913,205.85034431135682,1218.4453665476462,449.72346585221555,331.9660675834528,91.88097513980784,547.6278897612726,202.73638385454308,-62.964266173260576,1.1699435199636317,-60.703487,-65.31989675
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,2019,10,23,NA,38.050084,-121.766915,NA,other moderate resolution,cell phone used to obtain coordinates,NA,NA,NA,NA,"Core elevation not measured, but all cores sampled were below mean sea level",brackish,NA,NA,emergent,field observation,NA,back,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B1,NA,78,3.204603168951605,0.4928948316326198,4.187904214285714,NA,909.7066818685469,315.06169049488176,1432.2950167228823,605.7522543746027,408.74835340816776,140.964602133325,642.1204844952397,272.7755529387899,-66.7131617322534,0.39264730420303273,-65.84953,-67.39371200000001
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,2019,9,10,NA,38.107379,-121.647138,NA,other moderate resolution,cell phone used to obtain coordinates,NA,NA,NA,NA,"Core elevation not measured, but all cores sampled were below mean sea level",fresh,NA,NA,emergent,field observation,NA,back,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B1,NA,81,2.625387515981433,0.24895488569818844,3.1439033502133706,NA,417.10947246564257,111.6649316880181,644.032606339572,258.10048826448934,193.9667982592069,50.62733797772037,296.9084038562933,121.36795524982463,-68.3912295314501,0.10466617378967472,-68.1479695,-68.5555816
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,2019,9,10,NA,38.10736,-121.647339,NA,other moderate resolution,cell phone used to obtain coordinates,NA,NA,NA,NA,"Core elevation not measured, but all cores sampled were below mean sea level",fresh,NA,NA,emergent,field observation,NA,back,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B1,NA,61,2.3007316274361167,0.38479276314856914,3.1138311789473683,NA,1055.8943059464536,561.2656258866608,1949.8998218894524,504.7990103450894,512.0262544918725,279.97075496647136,941.2664978011572,242.81385809917418,-64.07348617831234,1.4368182561511427,-60.597877000000004,-66.1275955
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,2019,8,16,NA,38.107269,-121.64784,NA,other moderate resolution,cell phone used to obtain coordinates,NA,NA,NA,NA,"Core elevation not measured, but all cores sampled were below mean sea level",fresh,NA,NA,emergent,field observation,NA,back,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B1,NA,82,2.831567610993349,0.29810645614984815,3.473708326069519,NA,484.5566002844759,133.46587180618715,793.5731731279567,275.00412875825725,221.33761554720164,59.89681333721652,360.2876874304049,127.32316705585541,-67.20402948984452,0.5576012590725812,-66.0456825,-68.14469185
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,2011,4,12,NA,30.0719,-83.95126666666667,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Florida,marsh,C2,B2,NA,34,3.79569346763139,0.697708643592084,5.190426363636363,NA,545.313886136688,110.11695888988353,699.7329334122105,434.2929324911136,183.65102064285458,38.394392087231054,238.4198096904038,145.46338612426666,-59.37573543857174,0.26610833525348865,-58.8047675,-59.84990425000001
